	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time24_0	-0.548		-0.548	-0.548	
	(2.760)		(2.760)	(2.760)	
time24_1	-0.936	-0.413*	-0.936	-0.936	-0.413*
	(2.706)	(0.238)	(2.706)	(2.706)	(0.238)
time24_2	-0.839	-0.341	-0.839	-0.839	-0.341
	(2.644)	(0.234)	(2.644)	(2.644)	(0.234)
time24_3	-0.666	-0.193	-0.666	-0.666	-0.193
	(2.586)	(0.246)	(2.586)	(2.586)	(0.246)
time24_4	-0.740	-0.293	-0.740	-0.740	-0.293
	(2.520)	(0.224)	(2.520)	(2.520)	(0.224)
time24_5	-0.937	-0.516**	-0.937	-0.937	-0.516**
	(2.464)	(0.248)	(2.464)	(2.464)	(0.248)
time24_6	-0.638	-0.241	-0.638	-0.638	-0.241
	(2.414)	(0.289)	(2.414)	(2.414)	(0.289)
time24_7	-0.742	-0.372	-0.742	-0.742	-0.372
	(2.344)	(0.262)	(2.344)	(2.344)	(0.262)
time24_8	-0.625	-0.280	-0.625	-0.625	-0.280
	(2.284)	(0.253)	(2.284)	(2.284)	(0.253)
time24_9	-0.465	-0.145	-0.465	-0.465	-0.145
	(2.224)	(0.250)	(2.224)	(2.224)	(0.250)
time24_10	-0.637	-0.343	-0.637	-0.637	-0.343
	(2.177)	(0.246)	(2.177)	(2.177)	(0.246)
time24_11	-0.532	-0.263	-0.532	-0.532	-0.263
	(2.103)	(0.262)	(2.103)	(2.103)	(0.262)
time24_12	-0.149	0.0951	-0.149	-0.149	0.0951
	(2.045)	(0.241)	(2.045)	(2.045)	(0.241)
time24_13	-0.0772	0.141	-0.0772	-0.0772	0.141
	(1.985)	(0.276)	(1.985)	(1.985)	(0.276)
time24_14	-0.652	-0.459*	-0.652	-0.652	-0.459*
	(1.921)	(0.247)	(1.921)	(1.921)	(0.247)
time24_15	-0.495	-0.328	-0.495	-0.495	-0.328
	(1.862)	(0.272)	(1.862)	(1.862)	(0.272)
time24_16	-0.324	-0.181	-0.324	-0.324	-0.181
	(1.801)	(0.255)	(1.801)	(1.801)	(0.255)
time24_17	-0.163	-0.0463	-0.163	-0.163	-0.0463
	(1.751)	(0.299)	(1.751)	(1.751)	(0.299)
time24_18	-0.374	-0.282	-0.374	-0.374	-0.282
	(1.683)	(0.284)	(1.683)	(1.683)	(0.284)
time24_19	-0.0119	0.0544	-0.0119	-0.0119	0.0544
	(1.622)	(0.285)	(1.622)	(1.622)	(0.285)
time24_20	-0.536	-0.495*	-0.536	-0.536	-0.495*
	(1.563)	(0.288)	(1.563)	(1.563)	(0.288)
time24_21	-0.285	-0.269	-0.285	-0.285	-0.269
	(1.501)	(0.286)	(1.501)	(1.501)	(0.286)
time24_22	-0.282	-0.292	-0.282	-0.282	-0.292
	(1.447)	(0.292)	(1.447)	(1.447)	(0.292)
time24_23	-0.341	-0.376	-0.341	-0.341	-0.376
	(1.379)	(0.282)	(1.379)	(1.379)	(0.282)
time24_25	0.107	0.0216	0.107	0.107	0.0216
	(1.262)	(0.292)	(1.262)	(1.262)	(0.292)
time24_26	-0.0551	-0.166	-0.0551	-0.0551	-0.166
	(1.199)	(0.300)	(1.199)	(1.199)	(0.300)
time24_27	-0.368	-0.504*	-0.368	-0.368	-0.504*
	(1.137)	(0.285)	(1.137)	(1.137)	(0.285)
time24_28	-0.234	-0.396	-0.234	-0.234	-0.396
	(1.081)	(0.284)	(1.081)	(1.081)	(0.284)
time24_29	-0.331	-0.519*	-0.331	-0.331	-0.519*
	(1.023)	(0.287)	(1.023)	(1.023)	(0.287)
time24_30	-0.0687	-0.281	-0.0687	-0.0687	-0.281
	(0.963)	(0.297)	(0.963)	(0.963)	(0.297)
time24_31	-0.349	-0.588**	-0.349	-0.349	-0.588**
	(0.900)	(0.281)	(0.900)	(0.900)	(0.281)
time24_32	0.00460	-0.259	0.00460	0.00460	-0.259
	(0.840)	(0.277)	(0.840)	(0.840)	(0.277)
time24_33	-0.252	-0.541*	-0.252	-0.252	-0.541*
	(0.776)	(0.278)	(0.776)	(0.776)	(0.278)
time24_34	-0.000433	-0.315	-0.000433	-0.000433	-0.315
	(0.735)	(0.313)	(0.735)	(0.735)	(0.313)
time24_35	-0.134	-0.473*	-0.134	-0.134	-0.473*
	(0.657)	(0.264)	(0.657)	(0.657)	(0.264)
time24_36	-0.0324	-0.397	-0.0324	-0.0324	-0.397
	(0.598)	(0.258)	(0.598)	(0.598)	(0.258)
time24_37	0.778	0.387	0.778	0.778	0.387
	(0.571)	(0.310)	(0.571)	(0.571)	(0.310)
time24_38	0.108	-0.308	0.108	0.108	-0.308
	(0.486)	(0.268)	(0.486)	(0.486)	(0.268)
time24_39	-0.0654	-0.507*	-0.0654	-0.0654	-0.507*
	(0.430)	(0.266)	(0.430)	(0.430)	(0.266)
time24_40	-0.0486	-0.515*	-0.0486	-0.0486	-0.515*
	(0.379)	(0.264)	(0.379)	(0.379)	(0.264)
time24_41	0.0598	-0.432	0.0598	0.0598	-0.432
	(0.330)	(0.277)	(0.330)	(0.330)	(0.277)
time24_42	0.0316	-0.486*	0.0316	0.0316	-0.486*
	(0.281)	(0.264)	(0.281)	(0.281)	(0.264)
time24_43	0.0797	-0.463*	0.0797	0.0797	-0.463*
	(0.248)	(0.265)	(0.248)	(0.248)	(0.265)
time24_44	-0.0600	-0.628**	-0.0600	-0.0600	-0.628**
	(0.214)	(0.258)	(0.214)	(0.214)	(0.258)
time24_46	-0.208	-0.827***	-0.208	-0.208	-0.827***
	(0.218)	(0.252)	(0.218)	(0.218)	(0.252)
time24_47	-0.251	-0.895***	-0.251	-0.251	-0.895***
	(0.267)	(0.280)	(0.267)	(0.267)	(0.280)
time24_48	0.669**		0.669**	0.669**	
	(0.307)		(0.307)	(0.307)	
time24_45		-0.593**			-0.593**
		(0.244)			(0.244)
months_from_start		0.0254			0.0254
		(0.0612)			(0.0612)
Constant	8.692***	2.364	8.692***	8.692***	2.364
	(0.810)	(17.05)	(0.810)	(0.810)	(17.05)
					
Observations	195,228	195,228	195,228	195,228	195,228
R-squared	0.005	0.005	0.005	0.005	0.005
Number of id_numeric	4,087	4,087	4,087	4,087	4,087
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
