	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	-0.00484	-0.00484	-0.00484	-0.00484	-0.00484
	(0.360)	(0.360)	(0.360)	(0.360)	(0.360)
time12_1	0.263	0.263	0.263	0.263	0.263
	(0.411)	(0.411)	(0.411)	(0.411)	(0.411)
time12_2	-0.964***	-0.964***	-0.964***	-0.964***	-0.964***
	(0.304)	(0.304)	(0.304)	(0.304)	(0.304)
time12_3	-0.173	-0.173	-0.173	-0.173	-0.173
	(0.432)	(0.432)	(0.432)	(0.432)	(0.432)
time12_4	0.0412	0.0412	0.0412	0.0412	0.0412
	(0.465)	(0.465)	(0.465)	(0.465)	(0.465)
time12_5	0.0720	0.0720	0.0720	0.0720	0.0720
	(0.454)	(0.454)	(0.454)	(0.454)	(0.454)
time12_6	-0.707*	-0.707*	-0.707*	-0.707*	-0.707*
	(0.405)	(0.405)	(0.405)	(0.405)	(0.405)
time12_7	-0.318	-0.318	-0.318	-0.318	-0.318
	(0.483)	(0.483)	(0.483)	(0.483)	(0.483)
time12_8	-0.662	-0.662	-0.662	-0.662	-0.662
	(0.451)	(0.451)	(0.451)	(0.451)	(0.451)
time12_9	-0.622	-0.622	-0.622	-0.622	-0.622
	(0.426)	(0.426)	(0.426)	(0.426)	(0.426)
time12_10	-0.706	-0.706	-0.706	-0.706	-0.706
	(0.449)	(0.449)	(0.449)	(0.449)	(0.449)
time12_11	-0.993**	-0.993**	-0.993**	-0.993**	-0.993**
	(0.421)	(0.421)	(0.421)	(0.421)	(0.421)
time12_13	-0.503	-0.503	-0.503	-0.503	-0.503
	(0.465)	(0.465)	(0.465)	(0.465)	(0.465)
time12_14	-0.613	-0.613	-0.613	-0.613	-0.613
	(0.419)	(0.419)	(0.419)	(0.419)	(0.419)
time12_15	-0.763	-0.763	-0.763	-0.763	-0.763
	(0.472)	(0.472)	(0.472)	(0.472)	(0.472)
time12_16	-0.844*	-0.844*	-0.844*	-0.844*	-0.844*
	(0.449)	(0.449)	(0.449)	(0.449)	(0.449)
time12_17	-0.407	-0.407	-0.407	-0.407	-0.407
	(0.460)	(0.460)	(0.460)	(0.460)	(0.460)
time12_18	-0.0393	-0.0393	-0.0393	-0.0393	-0.0393
	(0.455)	(0.455)	(0.455)	(0.455)	(0.455)
time12_19	-0.947**	-0.947**	-0.947**	-0.947**	-0.947**
	(0.398)	(0.398)	(0.398)	(0.398)	(0.398)
time12_20	-0.692*	-0.692*	-0.692*	-0.692*	-0.692*
	(0.407)	(0.407)	(0.407)	(0.407)	(0.407)
time12_21	-0.349	-0.349	-0.349	-0.349	-0.349
	(0.431)	(0.431)	(0.431)	(0.431)	(0.431)
time12_22	0.0992	0.0992	0.0992	0.0992	0.0992
	(0.454)	(0.454)	(0.454)	(0.454)	(0.454)
time12_23	-0.384	-0.384	-0.384	-0.384	-0.384
	(0.391)	(0.391)	(0.391)	(0.391)	(0.391)
time12_24	-0.134	-0.134	-0.134	-0.134	-0.134
	(0.386)	(0.386)	(0.386)	(0.386)	(0.386)
months_from_start		-0.145			-0.145
		(0.197)			(0.197)
Constant	16.96	57.73	16.96	16.96	57.73
	(11.80)	(67.10)	(11.80)	(11.80)	(67.10)
					
Observations	19,725	19,725	19,725	19,725	19,725
R-squared	0.017	0.017	0.017	0.017	0.017
Number of id_numeric	996	996	996	996	996
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
