	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	0.163	0.163	0.163	0.163	0.163
	(0.110)	(0.110)	(0.110)	(0.110)	(0.110)
time12_1	0.0458	0.0458	0.0458	0.0458	0.0458
	(0.117)	(0.117)	(0.117)	(0.117)	(0.117)
time12_2	0.374**	0.374**	0.374**	0.374**	0.374**
	(0.152)	(0.152)	(0.152)	(0.152)	(0.152)
time12_3	0.425***	0.425***	0.425***	0.425***	0.425***
	(0.156)	(0.156)	(0.156)	(0.156)	(0.156)
time12_4	0.396**	0.396**	0.396**	0.396**	0.396**
	(0.172)	(0.172)	(0.172)	(0.172)	(0.172)
time12_5	0.337*	0.337*	0.337*	0.337*	0.337*
	(0.177)	(0.177)	(0.177)	(0.177)	(0.177)
time12_6	0.401**	0.401**	0.401**	0.401**	0.401**
	(0.176)	(0.176)	(0.176)	(0.176)	(0.176)
time12_7	0.335*	0.335*	0.335*	0.335*	0.335*
	(0.195)	(0.195)	(0.195)	(0.195)	(0.195)
time12_8	0.389	0.389	0.389	0.389	0.389
	(0.236)	(0.236)	(0.236)	(0.236)	(0.236)
time12_9	0.381	0.381	0.381	0.381	0.381
	(0.262)	(0.262)	(0.262)	(0.262)	(0.262)
time12_10	0.522*	0.522*	0.522*	0.522*	0.522*
	(0.287)	(0.287)	(0.287)	(0.287)	(0.287)
time12_11	0.421	0.421	0.421	0.421	0.421
	(0.324)	(0.324)	(0.324)	(0.324)	(0.324)
time12_13	0.0199	0.0199	0.0199	0.0199	0.0199
	(0.255)	(0.255)	(0.255)	(0.255)	(0.255)
time12_14	0.147	0.147	0.147	0.147	0.147
	(0.229)	(0.229)	(0.229)	(0.229)	(0.229)
time12_15	0.0595	0.0595	0.0595	0.0595	0.0595
	(0.236)	(0.236)	(0.236)	(0.236)	(0.236)
time12_16	0.0154	0.0154	0.0154	0.0154	0.0154
	(0.234)	(0.234)	(0.234)	(0.234)	(0.234)
time12_17	0.0522	0.0522	0.0522	0.0522	0.0522
	(0.231)	(0.231)	(0.231)	(0.231)	(0.231)
time12_18	0.282	0.282	0.282	0.282	0.282
	(0.229)	(0.229)	(0.229)	(0.229)	(0.229)
time12_19	0.431*	0.431*	0.431*	0.431*	0.431*
	(0.238)	(0.238)	(0.238)	(0.238)	(0.238)
time12_20	0.323	0.323	0.323	0.323	0.323
	(0.229)	(0.229)	(0.229)	(0.229)	(0.229)
time12_21	0.265	0.265	0.265	0.265	0.265
	(0.222)	(0.222)	(0.222)	(0.222)	(0.222)
time12_22	0.161	0.161	0.161	0.161	0.161
	(0.245)	(0.245)	(0.245)	(0.245)	(0.245)
time12_23	0.281	0.281	0.281	0.281	0.281
	(0.229)	(0.229)	(0.229)	(0.229)	(0.229)
time12_24	0.194	0.194	0.194	0.194	0.194
	(0.192)	(0.192)	(0.192)	(0.192)	(0.192)
months_from_start		0.00652*			0.00652*
		(0.00345)			(0.00345)
Constant	0.836***	-0.863	0.836***	0.836***	-0.863
	(0.101)	(0.967)	(0.101)	(0.101)	(0.967)
					
Observations	7,571	7,571	7,571	7,571	7,571
R-squared	0.065	0.065	0.065	0.065	0.065
Number of id_numeric	171	171	171	171	171
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
