	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time24_1	2.904	0.100	2.904	2.904	0.100
	(2.158)	(1.248)	(2.158)	(2.158)	(1.248)
time24_2	3.219	0.476	3.219	3.219	0.476
	(2.296)	(1.185)	(2.296)	(2.296)	(1.185)
time24_3	0.728	-1.955*	0.728	0.728	-1.955*
	(1.889)	(1.113)	(1.889)	(1.889)	(1.113)
time24_4	2.229	-0.392	2.229	2.229	-0.392
	(2.008)	(1.229)	(2.008)	(2.008)	(1.229)
time24_5	2.115	-0.445	2.115	2.115	-0.445
	(1.651)	(1.552)	(1.651)	(1.651)	(1.552)
time24_6	0.907	-1.593	0.907	0.907	-1.593
	(1.301)	(1.531)	(1.301)	(1.301)	(1.531)
time24_7	1.576	-0.862	1.576	1.576	-0.862
	(1.218)	(1.866)	(1.218)	(1.218)	(1.866)
time24_8		-2.378			-2.378
		(1.979)			(1.979)
time24_9	-0.267	-2.584	-0.267	-0.267	-2.584
	(1.024)	(1.873)	(1.024)	(1.024)	(1.873)
time24_10	-1.149	-3.405*	-1.149	-1.149	-3.405*
	(1.234)	(1.973)	(1.234)	(1.234)	(1.973)
time24_11	-1.285	-3.480	-1.285	-1.285	-3.480
	(1.284)	(2.254)	(1.284)	(1.284)	(2.254)
time24_12	-0.799	-2.933	-0.799	-0.799	-2.933
	(1.547)	(2.411)	(1.547)	(1.547)	(2.411)
time24_13	-0.0515	-2.124	-0.0515	-0.0515	-2.124
	(1.638)	(2.399)	(1.638)	(1.638)	(2.399)
time24_14	1.304	-0.708	1.304	1.304	-0.708
	(1.659)	(2.407)	(1.659)	(1.659)	(2.407)
time24_15	1.018	-0.932	1.018	1.018	-0.932
	(1.662)	(2.361)	(1.662)	(1.662)	(2.361)
time24_16	2.101	0.211	2.101	2.101	0.211
	(1.969)	(2.595)	(1.969)	(1.969)	(2.595)
time24_17	2.158	0.329	2.158	2.158	0.329
	(1.881)	(2.360)	(1.881)	(1.881)	(2.360)
time24_18	1.335	-0.433	1.335	1.335	-0.433
	(1.957)	(2.381)	(1.957)	(1.957)	(2.381)
time24_19	2.101	0.394	2.101	2.101	0.394
	(2.122)	(2.565)	(2.122)	(2.122)	(2.565)
time24_20	2.044	0.398	2.044	2.044	0.398
	(2.271)	(2.563)	(2.271)	(2.271)	(2.563)
time24_21	2.017	0.432	2.017	2.017	0.432
	(2.272)	(2.499)	(2.272)	(2.272)	(2.499)
time24_22	2.090	0.566	2.090	2.090	0.566
	(2.229)	(2.415)	(2.229)	(2.229)	(2.415)
time24_23	1.244	-0.219	1.244	1.244	-0.219
	(2.448)	(2.641)	(2.448)	(2.448)	(2.641)
time24_25	-1.257	-2.598	-1.257	-1.257	-2.598
	(2.272)	(2.488)	(2.272)	(2.272)	(2.488)
time24_26	-0.855	-2.135	-0.855	-0.855	-2.135
	(2.331)	(2.499)	(2.331)	(2.331)	(2.499)
time24_27	-2.157	-3.376	-2.157	-2.157	-3.376
	(2.544)	(2.676)	(2.544)	(2.544)	(2.676)
time24_28	-1.018	-2.176	-1.018	-1.018	-2.176
	(2.425)	(2.498)	(2.425)	(2.425)	(2.498)
time24_29	-1.776	-2.873	-1.776	-1.776	-2.873
	(2.450)	(2.597)	(2.450)	(2.450)	(2.597)
time24_30	0.976	-0.0606	0.976	0.976	-0.0606
	(2.467)	(2.545)	(2.467)	(2.467)	(2.545)
time24_31	1.512	0.537	1.512	1.512	0.537
	(2.395)	(2.550)	(2.395)	(2.395)	(2.550)
time24_32	1.767	0.853	1.767	1.767	0.853
	(2.402)	(2.472)	(2.402)	(2.402)	(2.472)
time24_33	0.244	-0.609	0.244	0.244	-0.609
	(2.472)	(2.582)	(2.472)	(2.472)	(2.582)
time24_34	1.086	0.294	1.086	1.086	0.294
	(2.832)	(2.868)	(2.832)	(2.832)	(2.868)
time24_35	2.166	1.435	2.166	2.166	1.435
	(2.610)	(2.620)	(2.610)	(2.610)	(2.620)
time24_36	2.164	1.493	2.164	2.164	1.493
	(2.495)	(2.518)	(2.495)	(2.495)	(2.518)
time24_37	-0.242	-0.851	-0.242	-0.242	-0.851
	(2.407)	(2.549)	(2.407)	(2.407)	(2.549)
time24_38	-0.604	-1.153	-0.604	-0.604	-1.153
	(2.404)	(2.485)	(2.404)	(2.404)	(2.485)
time24_39	0.166	-0.322	0.166	0.166	-0.322
	(2.342)	(2.423)	(2.342)	(2.342)	(2.423)
time24_40	-1.694	-2.121	-1.694	-1.694	-2.121
	(2.234)	(2.345)	(2.234)	(2.234)	(2.345)
time24_41	0.526	0.160	0.526	0.526	0.160
	(2.702)	(2.778)	(2.702)	(2.702)	(2.778)
time24_42	-0.631	-0.935	-0.631	-0.631	-0.935
	(2.292)	(2.331)	(2.292)	(2.292)	(2.331)
time24_43	1.036	0.792	1.036	1.036	0.792
	(2.394)	(2.432)	(2.394)	(2.394)	(2.432)
time24_44	0.192	0.00927	0.192	0.192	0.00927
	(2.222)	(2.241)	(2.222)	(2.222)	(2.241)
time24_45	1.311	1.189	1.311	1.311	1.189
	(2.245)	(2.260)	(2.245)	(2.245)	(2.260)
time24_46	0.280	0.219	0.280	0.280	0.219
	(2.668)	(2.670)	(2.668)	(2.668)	(2.670)
months_from_start		0.0941***			0.0941***
		(0.0339)			(0.0339)
time24_0	2.865		2.865	2.865	
	(2.384)		(2.384)	(2.384)	
Constant	1.677	-19.93**	1.677	1.677	-19.93**
	(2.423)	(9.029)	(2.423)	(2.423)	(9.029)
					
Observations	7,571	7,571	7,571	7,571	7,571
R-squared	0.029	0.029	0.029	0.029	0.029
Number of id_numeric	171	171	171	171	171
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
