	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	0.144	0.144	0.144	0.144	0.144
	(0.194)	(0.194)	(0.194)	(0.194)	(0.194)
time12_1	0.352*	0.352*	0.352*	0.352*	0.352*
	(0.214)	(0.214)	(0.214)	(0.214)	(0.214)
time12_2	0.00345	0.00345	0.00345	0.00345	0.00345
	(0.226)	(0.226)	(0.226)	(0.226)	(0.226)
time12_3	0.163	0.163	0.163	0.163	0.163
	(0.228)	(0.228)	(0.228)	(0.228)	(0.228)
time12_4	0.329	0.329	0.329	0.329	0.329
	(0.230)	(0.230)	(0.230)	(0.230)	(0.230)
time12_5	0.190	0.190	0.190	0.190	0.190
	(0.244)	(0.244)	(0.244)	(0.244)	(0.244)
time12_6	-0.109	-0.109	-0.109	-0.109	-0.109
	(0.226)	(0.226)	(0.226)	(0.226)	(0.226)
time12_7	0.511**	0.511**	0.511**	0.511**	0.511**
	(0.258)	(0.258)	(0.258)	(0.258)	(0.258)
time12_8	-0.415*	-0.415*	-0.415*	-0.415*	-0.415*
	(0.240)	(0.240)	(0.240)	(0.240)	(0.240)
time12_9	-0.254	-0.254	-0.254	-0.254	-0.254
	(0.245)	(0.245)	(0.245)	(0.245)	(0.245)
time12_10	-0.356	-0.356	-0.356	-0.356	-0.356
	(0.241)	(0.241)	(0.241)	(0.241)	(0.241)
time12_11	-0.280	-0.280	-0.280	-0.280	-0.280
	(0.255)	(0.255)	(0.255)	(0.255)	(0.255)
time12_13	-0.0290	-0.0290	-0.0290	-0.0290	-0.0290
	(0.254)	(0.254)	(0.254)	(0.254)	(0.254)
time12_14	-0.154	-0.154	-0.154	-0.154	-0.154
	(0.249)	(0.249)	(0.249)	(0.249)	(0.249)
time12_15	-0.696***	-0.696***	-0.696***	-0.696***	-0.696***
	(0.237)	(0.237)	(0.237)	(0.237)	(0.237)
time12_16	-0.405	-0.405	-0.405	-0.405	-0.405
	(0.246)	(0.246)	(0.246)	(0.246)	(0.246)
time12_17	-0.458*	-0.458*	-0.458*	-0.458*	-0.458*
	(0.234)	(0.234)	(0.234)	(0.234)	(0.234)
time12_18	-0.311	-0.311	-0.311	-0.311	-0.311
	(0.234)	(0.234)	(0.234)	(0.234)	(0.234)
time12_19	-0.416*	-0.416*	-0.416*	-0.416*	-0.416*
	(0.215)	(0.215)	(0.215)	(0.215)	(0.215)
time12_20	-0.411*	-0.411*	-0.411*	-0.411*	-0.411*
	(0.215)	(0.215)	(0.215)	(0.215)	(0.215)
time12_21	-0.509**	-0.509**	-0.509**	-0.509**	-0.509**
	(0.222)	(0.222)	(0.222)	(0.222)	(0.222)
time12_22	-0.345	-0.345	-0.345	-0.345	-0.345
	(0.219)	(0.219)	(0.219)	(0.219)	(0.219)
time12_23	-0.0705	-0.0705	-0.0705	-0.0705	-0.0705
	(0.217)	(0.217)	(0.217)	(0.217)	(0.217)
time12_24	-0.351*	-0.351*	-0.351*	-0.351*	-0.351*
	(0.202)	(0.202)	(0.202)	(0.202)	(0.202)
months_from_start		-0.136			-0.136
		(0.139)			(0.139)
Constant	15.98*	49.70	15.98*	15.98*	49.70
	(8.332)	(42.90)	(8.332)	(8.332)	(42.90)
					
Observations	68,516	68,516	68,516	68,516	68,516
R-squared	0.013	0.013	0.013	0.013	0.013
Number of id_numeric	4,065	4,065	4,065	4,065	4,065
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
