	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	0.0245		0.0245	0.0245	
	(2.760)		(2.760)	(2.760)	
time12_1	-0.00827	-0.0375***	-0.00827	-0.00827	-0.0375***
	(1.876)	(0.0114)	(1.876)	(1.876)	(0.0114)
time12_2	-0.0122	-0.0461***	-0.0122	-0.0122	-0.0461***
	(0.924)	(0.0112)	(0.924)	(0.924)	(0.0112)
time12_4	0.0163	-0.0269**	0.0163	0.0163	-0.0269**
	(0.931)	(0.0114)	(0.931)	(0.931)	(0.0114)
time12_5	0.0290	-0.0190*	0.0290	0.0290	-0.0190*
	(1.857)	(0.0112)	(1.857)	(1.857)	(0.0112)
time12_6	0.0181	-0.0346***	0.0181	0.0181	-0.0346***
	(2.778)	(0.0111)	(2.778)	(2.778)	(0.0111)
time12_7	0.0179	-0.0394***	0.0179	0.0179	-0.0394***
	(3.695)	(0.0111)	(3.695)	(3.695)	(0.0111)
time12_8	0.0210	-0.0410***	0.0210	0.0210	-0.0410***
	(4.596)	(0.0113)	(4.596)	(4.596)	(0.0113)
time12_9	0.00871	-0.0580***	0.00871	0.00871	-0.0580***
	(5.584)	(0.0117)	(5.584)	(5.584)	(0.0117)
time12_10	0.0184	-0.0530***	0.0184	0.0184	-0.0530***
	(6.451)	(0.0115)	(6.451)	(6.451)	(0.0115)
time12_11	0.0221	-0.0540***	0.0221	0.0221	-0.0540***
	(7.451)	(0.0116)	(7.451)	(7.451)	(0.0116)
time12_13	0.0457	-0.0398***	0.0457	0.0457	-0.0398***
	(9.388)	(0.0115)	(9.388)	(9.388)	(0.0115)
time12_14	0.0248	-0.0654***	0.0248	0.0248	-0.0654***
	(10.24)	(0.0117)	(10.24)	(10.24)	(0.0117)
time12_15	0.0409	-0.0539***	0.0409	0.0409	-0.0539***
	(11.05)	(0.0121)	(11.05)	(11.05)	(0.0121)
time12_16	0.0227	-0.0768***	0.0227	0.0227	-0.0768***
	(12.08)	(0.0118)	(12.08)	(12.08)	(0.0118)
time12_17	0.0603	-0.0439***	0.0603	0.0603	-0.0439***
	(12.97)	(0.0121)	(12.97)	(12.97)	(0.0121)
time12_18	0.0416	-0.0673***	0.0416	0.0416	-0.0673***
	(13.96)	(0.0116)	(13.96)	(13.96)	(0.0116)
time12_19	0.0678	-0.0458***	0.0678	0.0678	-0.0458***
	(14.70)	(0.0121)	(14.70)	(14.70)	(0.0121)
time12_20	0.0690	-0.0493***	0.0690	0.0690	-0.0493***
	(15.57)	(0.0119)	(15.57)	(15.57)	(0.0119)
time12_21	0.0523	-0.0707***	0.0523	0.0523	-0.0707***
	(16.57)	(0.0119)	(16.57)	(16.57)	(0.0119)
time12_22	0.0280	-0.0997***	0.0280	0.0280	-0.0997***
	(17.77)	(0.0116)	(17.77)	(17.77)	(0.0116)
time12_23	0.0254	-0.107***	0.0254	0.0254	-0.107***
	(18.38)	(0.0120)	(18.38)	(18.38)	(0.0120)
time12_24	0.137		0.137	0.137	
	(19.33)		(19.33)	(19.33)	
time12_3		-0.0386***			-0.0386***
		(0.0115)			(0.0115)
months_from_start		0.0176***			0.0176***
		(0.00163)			(0.00163)
Constant	0.446	-3.653***	0.446	0.446	-3.653***
	(7.348)	(0.391)	(7.348)	(7.348)	(0.391)
					
Observations	243,115	243,115	243,115	243,115	243,115
R-squared	0.020	0.020	0.020	0.020	0.020
Number of id_numeric	10,211	10,211	10,211	10,211	10,211
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
