	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	0.623	0.340	0.623	0.623	0.340
	(0.657)	(0.383)	(0.657)	(0.657)	(0.383)
time12_1	0.0958		0.0958	0.0958	
	(0.546)		(0.546)	(0.546)	
time12_2	0.0807	0.172	0.0807	0.0807	0.172
	(0.450)	(0.393)	(0.450)	(0.450)	(0.393)
time12_4	-0.0894	0.376	-0.0894	-0.0894	0.376
	(0.471)	(0.423)	(0.471)	(0.471)	(0.423)
time12_5	-0.649	0.00319	-0.649	-0.649	0.00319
	(0.548)	(0.374)	(0.548)	(0.548)	(0.374)
time12_6	-1.224*	-0.385	-1.224*	-1.224*	-0.385
	(0.669)	(0.369)	(0.669)	(0.669)	(0.369)
time12_7	-0.515	0.511	-0.515	-0.515	0.511
	(0.840)	(0.410)	(0.840)	(0.840)	(0.410)
time12_8	-1.009	0.204	-1.009	-1.009	0.204
	(0.988)	(0.362)	(0.988)	(0.988)	(0.362)
time12_9	-1.227	0.174	-1.227	-1.227	0.174
	(1.158)	(0.407)	(1.158)	(1.158)	(0.407)
time12_10	-1.965	-0.378	-1.965	-1.965	-0.378
	(1.292)	(0.358)	(1.292)	(1.292)	(0.358)
time12_11	-2.524*	-0.750**	-2.524*	-2.524*	-0.750**
	(1.454)	(0.347)	(1.454)	(1.454)	(0.347)
time12_13	-2.418	-0.270	-2.418	-2.418	-0.270
	(1.796)	(0.360)	(1.796)	(1.796)	(0.360)
time12_14	-2.365	-0.0299	-2.365	-2.365	-0.0299
	(1.977)	(0.406)	(1.977)	(1.977)	(0.406)
time12_15	-2.207	0.315	-2.207	-2.207	0.315
	(2.151)	(0.406)	(2.151)	(2.151)	(0.406)
time12_16	-2.903	-0.194	-2.903	-2.903	-0.194
	(2.325)	(0.391)	(2.325)	(2.325)	(0.391)
time12_17	-3.332	-0.436	-3.332	-3.332	-0.436
	(2.485)	(0.407)	(2.485)	(2.485)	(0.407)
time12_18	-3.051	0.0318	-3.051	-3.051	0.0318
	(2.661)	(0.425)	(2.661)	(2.661)	(0.425)
time12_19	-3.524	-0.254	-3.524	-3.524	-0.254
	(2.825)	(0.389)	(2.825)	(2.825)	(0.389)
time12_20	-3.422	0.0352	-3.422	-3.422	0.0352
	(2.990)	(0.411)	(2.990)	(2.990)	(0.411)
time12_21	-3.620	0.0241	-3.620	-3.620	0.0241
	(3.171)	(0.406)	(3.171)	(3.171)	(0.406)
time12_22	-4.249	-0.418	-4.249	-4.249	-0.418
	(3.353)	(0.440)	(3.353)	(3.353)	(0.440)
time12_23	-4.018		-4.018	-4.018	
	(3.517)		(3.517)	(3.517)	
time12_24	-4.063	0.142	-4.063	-4.063	0.142
	(3.687)	(0.438)	(3.687)	(3.687)	(0.438)
time12_3		0.278			0.278
		(0.407)			(0.407)
months_from_start		-0.187			-0.187
		(0.175)			(0.175)
Constant	13.58**	55.83	13.58**	13.58**	55.83
	(5.456)	(45.26)	(5.456)	(5.456)	(45.26)
					
Observations	14,202	14,202	14,202	14,202	14,202
R-squared	0.017	0.017	0.017	0.017	0.017
Number of id_numeric	2,333	2,333	2,333	2,333	2,333
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
