	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time24_0	-0.143***		-0.143***	-0.143***	
	(0.0379)		(0.0379)	(0.0379)	
time24_1	-0.181***	-0.0446**	-0.181***	-0.181***	-0.0446**
	(0.0356)	(0.0187)	(0.0356)	(0.0356)	(0.0187)
time24_2	-0.148***	-0.0189	-0.148***	-0.148***	-0.0189
	(0.0339)	(0.0186)	(0.0339)	(0.0339)	(0.0186)
time24_3	-0.137***	-0.0151	-0.137***	-0.137***	-0.0151
	(0.0318)	(0.0187)	(0.0318)	(0.0318)	(0.0187)
time24_4	-0.0954***	0.0198	-0.0954***	-0.0954***	0.0198
	(0.0302)	(0.0200)	(0.0302)	(0.0302)	(0.0200)
time24_5	-0.108***	-0.000150	-0.108***	-0.108***	-0.000150
	(0.0279)	(0.0198)	(0.0279)	(0.0279)	(0.0198)
time24_6	-0.0853***	0.0158	-0.0853***	-0.0853***	0.0158
	(0.0261)	(0.0205)	(0.0261)	(0.0261)	(0.0205)
time24_7	-0.0853***	0.00886	-0.0853***	-0.0853***	0.00886
	(0.0238)	(0.0212)	(0.0238)	(0.0238)	(0.0212)
time24_8	-0.0774***	0.00969	-0.0774***	-0.0774***	0.00969
	(0.0228)	(0.0218)	(0.0228)	(0.0228)	(0.0218)
time24_9	-0.0681***	0.0119	-0.0681***	-0.0681***	0.0119
	(0.0213)	(0.0215)	(0.0213)	(0.0213)	(0.0215)
time24_10	-0.0713***	0.00176	-0.0713***	-0.0713***	0.00176
	(0.0202)	(0.0213)	(0.0202)	(0.0202)	(0.0213)
time24_11	-0.0324*	0.0336	-0.0324*	-0.0324*	0.0336
	(0.0190)	(0.0230)	(0.0190)	(0.0190)	(0.0230)
time24_12	-0.0345*	0.0246	-0.0345*	-0.0345*	0.0246
	(0.0196)	(0.0229)	(0.0196)	(0.0196)	(0.0229)
time24_14	-0.0442**	0.000799	-0.0442**	-0.0442**	0.000799
	(0.0186)	(0.0230)	(0.0186)	(0.0186)	(0.0230)
time24_15	-0.0230	0.0150	-0.0230	-0.0230	0.0150
	(0.0200)	(0.0245)	(0.0200)	(0.0200)	(0.0245)
time24_16	-0.0204	0.0105	-0.0204	-0.0204	0.0105
	(0.0198)	(0.0245)	(0.0198)	(0.0198)	(0.0245)
time24_17	-0.00898	0.0150	-0.00898	-0.00898	0.0150
	(0.0205)	(0.0244)	(0.0205)	(0.0205)	(0.0244)
time24_18	0.0157	0.0326	0.0157	0.0157	0.0326
	(0.0228)	(0.0261)	(0.0228)	(0.0228)	(0.0261)
time24_19	0.0374	0.0473*	0.0374	0.0374	0.0473*
	(0.0246)	(0.0266)	(0.0246)	(0.0246)	(0.0266)
time24_20	-0.0100	-0.00714	-0.0100	-0.0100	-0.00714
	(0.0258)	(0.0263)	(0.0258)	(0.0258)	(0.0263)
time24_21	0.0148	0.0106	0.0148	0.0148	0.0106
	(0.0272)	(0.0262)	(0.0272)	(0.0272)	(0.0262)
time24_22	0.0413	0.0301	0.0413	0.0413	0.0301
	(0.0292)	(0.0261)	(0.0292)	(0.0292)	(0.0261)
time24_23	0.0257	0.00752	0.0257	0.0257	0.00752
	(0.0309)	(0.0259)	(0.0309)	(0.0309)	(0.0259)
time24_25	0.0448	0.0125	0.0448	0.0448	0.0125
	(0.0352)	(0.0264)	(0.0352)	(0.0352)	(0.0264)
time24_26	0.0764**	0.0371	0.0764**	0.0764**	0.0371
	(0.0370)	(0.0265)	(0.0370)	(0.0370)	(0.0265)
time24_27	0.0593	0.0131	0.0593	0.0593	0.0131
	(0.0392)	(0.0260)	(0.0392)	(0.0392)	(0.0260)
time24_28	0.0530	-0.000335	0.0530	0.0530	-0.000335
	(0.0410)	(0.0263)	(0.0410)	(0.0410)	(0.0263)
time24_29	0.0543	-0.00599	0.0543	0.0543	-0.00599
	(0.0433)	(0.0266)	(0.0433)	(0.0433)	(0.0266)
time24_30	0.101**	0.0340	0.101**	0.101**	0.0340
	(0.0452)	(0.0262)	(0.0452)	(0.0452)	(0.0262)
time24_31	0.0642	-0.0101	0.0642	0.0642	-0.0101
	(0.0475)	(0.0266)	(0.0475)	(0.0475)	(0.0266)
time24_32	0.0867*	0.00531	0.0867*	0.0867*	0.00531
	(0.0503)	(0.0257)	(0.0503)	(0.0503)	(0.0257)
time24_33	0.0785	-0.00989	0.0785	0.0785	-0.00989
	(0.0521)	(0.0257)	(0.0521)	(0.0521)	(0.0257)
time24_34	0.0808	-0.0146	0.0808	0.0808	-0.0146
	(0.0547)	(0.0255)	(0.0547)	(0.0547)	(0.0255)
time24_35	0.0789	-0.0235	0.0789	0.0789	-0.0235
	(0.0568)	(0.0247)	(0.0568)	(0.0568)	(0.0247)
time24_36	0.109*	-0.000549	0.109*	0.109*	-0.000549
	(0.0592)	(0.0240)	(0.0592)	(0.0592)	(0.0240)
time24_37	0.113*	-0.00364	0.113*	0.113*	-0.00364
	(0.0607)	(0.0244)	(0.0607)	(0.0607)	(0.0244)
time24_38	0.109*	-0.0147	0.109*	0.109*	-0.0147
	(0.0630)	(0.0236)	(0.0630)	(0.0630)	(0.0236)
time24_39	0.0984	-0.0321	0.0984	0.0984	-0.0321
	(0.0651)	(0.0227)	(0.0651)	(0.0651)	(0.0227)
time24_40	0.107	-0.0302	0.107	0.107	-0.0302
	(0.0675)	(0.0231)	(0.0675)	(0.0675)	(0.0231)
time24_41	0.115*	-0.0298	0.115*	0.115*	-0.0298
	(0.0690)	(0.0227)	(0.0690)	(0.0690)	(0.0227)
time24_42	0.131*	-0.0201	0.131*	0.131*	-0.0201
	(0.0712)	(0.0230)	(0.0712)	(0.0712)	(0.0230)
time24_43	0.129*	-0.0299	0.129*	0.129*	-0.0299
	(0.0737)	(0.0221)	(0.0737)	(0.0737)	(0.0221)
time24_44	0.105	-0.0610***	0.105	0.105	-0.0610***
	(0.0762)	(0.0219)	(0.0762)	(0.0762)	(0.0219)
time24_45	0.124	-0.0491**	0.124	0.124	-0.0491**
	(0.0780)	(0.0215)	(0.0780)	(0.0780)	(0.0215)
time24_46	0.0935	-0.0861***	0.0935	0.0935	-0.0861***
	(0.0808)	(0.0210)	(0.0808)	(0.0808)	(0.0210)
time24_47	0.0598	-0.127***	0.0598	0.0598	-0.127***
	(0.0826)	(0.0204)	(0.0826)	(0.0826)	(0.0204)
time24_48	0.194**		0.194**	0.194**	
	(0.0844)		(0.0844)	(0.0844)	
time24_13		0.0520**			0.0520**
		(0.0236)			(0.0236)
months_from_start		0.00702***			0.00702***
		(0.00231)			(0.00231)
Constant	0.863***	-0.888	0.863***	0.863***	-0.888
	(0.0893)	(0.632)	(0.0893)	(0.0893)	(0.632)
					
Observations	202,799	202,799	202,799	202,799	202,799
R-squared	0.028	0.028	0.028	0.028	0.028
Number of id_numeric	4,258	4,258	4,258	4,258	4,258
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
