	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	0.152	0.152	0.152	0.152	0.152
	(0.271)	(0.271)	(0.271)	(0.271)	(0.271)
time12_1	-0.172	-0.172	-0.172	-0.172	-0.172
	(0.272)	(0.272)	(0.272)	(0.272)	(0.272)
time12_2	0.115	0.115	0.115	0.115	0.115
	(0.288)	(0.288)	(0.288)	(0.288)	(0.288)
time12_3	0.371	0.371	0.371	0.371	0.371
	(0.386)	(0.386)	(0.386)	(0.386)	(0.386)
time12_4	0.522	0.522	0.522	0.522	0.522
	(0.344)	(0.344)	(0.344)	(0.344)	(0.344)
time12_5	0.0177	0.0177	0.0177	0.0177	0.0177
	(0.331)	(0.331)	(0.331)	(0.331)	(0.331)
time12_6	0.0264	0.0264	0.0264	0.0264	0.0264
	(0.312)	(0.312)	(0.312)	(0.312)	(0.312)
time12_7	0.314	0.314	0.314	0.314	0.314
	(0.327)	(0.327)	(0.327)	(0.327)	(0.327)
time12_8	-0.101	-0.101	-0.101	-0.101	-0.101
	(0.333)	(0.333)	(0.333)	(0.333)	(0.333)
time12_9	0.308	0.308	0.308	0.308	0.308
	(0.432)	(0.432)	(0.432)	(0.432)	(0.432)
time12_10	-0.126	-0.126	-0.126	-0.126	-0.126
	(0.292)	(0.292)	(0.292)	(0.292)	(0.292)
time12_11	0.0136	0.0136	0.0136	0.0136	0.0136
	(0.351)	(0.351)	(0.351)	(0.351)	(0.351)
time12_13	0.355	0.355	0.355	0.355	0.355
	(0.423)	(0.423)	(0.423)	(0.423)	(0.423)
time12_14	0.568	0.568	0.568	0.568	0.568
	(0.435)	(0.435)	(0.435)	(0.435)	(0.435)
time12_15	0.135	0.135	0.135	0.135	0.135
	(0.350)	(0.350)	(0.350)	(0.350)	(0.350)
time12_16	-0.104	-0.104	-0.104	-0.104	-0.104
	(0.313)	(0.313)	(0.313)	(0.313)	(0.313)
time12_17	0.114	0.114	0.114	0.114	0.114
	(0.367)	(0.367)	(0.367)	(0.367)	(0.367)
time12_18	0.574	0.574	0.574	0.574	0.574
	(0.433)	(0.433)	(0.433)	(0.433)	(0.433)
time12_19	-0.398	-0.398	-0.398	-0.398	-0.398
	(0.273)	(0.273)	(0.273)	(0.273)	(0.273)
time12_20	-0.0722	-0.0722	-0.0722	-0.0722	-0.0722
	(0.318)	(0.318)	(0.318)	(0.318)	(0.318)
time12_21	-0.138	-0.138	-0.138	-0.138	-0.138
	(0.340)	(0.340)	(0.340)	(0.340)	(0.340)
time12_22	0.0831	0.0831	0.0831	0.0831	0.0831
	(0.442)	(0.442)	(0.442)	(0.442)	(0.442)
time12_23	0.246	0.246	0.246	0.246	0.246
	(0.320)	(0.320)	(0.320)	(0.320)	(0.320)
time12_24	-0.115	-0.115	-0.115	-0.115	-0.115
	(0.299)	(0.299)	(0.299)	(0.299)	(0.299)
months_from_start		0.109***			0.109***
		(0.0285)			(0.0285)
Constant	-0.376	-19.89***	-0.376	-0.376	-19.89***
	(1.342)	(6.211)	(1.342)	(1.342)	(6.211)
					
Observations	33,554	33,554	33,554	33,554	33,554
R-squared	0.007	0.007	0.007	0.007	0.007
Number of id_numeric	705	705	705	705	705
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
