	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	0.00221	0.00221	0.00221	0.00221	0.00221
	(0.00458)	(0.00458)	(0.00458)	(0.00458)	(0.00458)
time12_1	0.00403	0.00403	0.00403	0.00403	0.00403
	(0.00641)	(0.00641)	(0.00641)	(0.00641)	(0.00641)
time12_2	0.00632	0.00632	0.00632	0.00632	0.00632
	(0.00816)	(0.00816)	(0.00816)	(0.00816)	(0.00816)
time12_3	0.00981	0.00981	0.00981	0.00981	0.00981
	(0.00939)	(0.00939)	(0.00939)	(0.00939)	(0.00939)
time12_4	0.0125	0.0125	0.0125	0.0125	0.0125
	(0.0110)	(0.0110)	(0.0110)	(0.0110)	(0.0110)
time12_5	0.0151	0.0151	0.0151	0.0151	0.0151
	(0.0126)	(0.0126)	(0.0126)	(0.0126)	(0.0126)
time12_6	0.0166	0.0166	0.0166	0.0166	0.0166
	(0.0140)	(0.0140)	(0.0140)	(0.0140)	(0.0140)
time12_7	0.0197	0.0197	0.0197	0.0197	0.0197
	(0.0161)	(0.0161)	(0.0161)	(0.0161)	(0.0161)
time12_8	0.0219	0.0219	0.0219	0.0219	0.0219
	(0.0172)	(0.0172)	(0.0172)	(0.0172)	(0.0172)
time12_9	0.0241	0.0241	0.0241	0.0241	0.0241
	(0.0180)	(0.0180)	(0.0180)	(0.0180)	(0.0180)
time12_10	0.0249	0.0249	0.0249	0.0249	0.0249
	(0.0185)	(0.0185)	(0.0185)	(0.0185)	(0.0185)
time12_11	0.0244	0.0244	0.0244	0.0244	0.0244
	(0.0180)	(0.0180)	(0.0180)	(0.0180)	(0.0180)
time12_13	0.0237	0.0237	0.0237	0.0237	0.0237
	(0.0164)	(0.0164)	(0.0164)	(0.0164)	(0.0164)
time12_14	0.0224	0.0224	0.0224	0.0224	0.0224
	(0.0151)	(0.0151)	(0.0151)	(0.0151)	(0.0151)
time12_15	0.0197	0.0197	0.0197	0.0197	0.0197
	(0.0134)	(0.0134)	(0.0134)	(0.0134)	(0.0134)
time12_16	0.0186	0.0186	0.0186	0.0186	0.0186
	(0.0123)	(0.0123)	(0.0123)	(0.0123)	(0.0123)
time12_17	0.0171	0.0171	0.0171	0.0171	0.0171
	(0.0111)	(0.0111)	(0.0111)	(0.0111)	(0.0111)
time12_18	0.0156	0.0156	0.0156	0.0156	0.0156
	(0.0100)	(0.0100)	(0.0100)	(0.0100)	(0.0100)
time12_19	0.0144	0.0144	0.0144	0.0144	0.0144
	(0.00903)	(0.00903)	(0.00903)	(0.00903)	(0.00903)
time12_20	0.0135*	0.0135*	0.0135*	0.0135*	0.0135*
	(0.00807)	(0.00807)	(0.00807)	(0.00807)	(0.00807)
time12_21	0.0112	0.0112	0.0112	0.0112	0.0112
	(0.00675)	(0.00675)	(0.00675)	(0.00675)	(0.00675)
time12_22	0.00859	0.00859	0.00859	0.00859	0.00859
	(0.00553)	(0.00553)	(0.00553)	(0.00553)	(0.00553)
time12_23	0.00646	0.00646	0.00646	0.00646	0.00646
	(0.00421)	(0.00421)	(0.00421)	(0.00421)	(0.00421)
time12_24	0.00413	0.00413	0.00413	0.00413	0.00413
	(0.00293)	(0.00293)	(0.00293)	(0.00293)	(0.00293)
months_from_start		1.45e-05			1.45e-05
		(0.000167)			(0.000167)
Constant	0.0729***	0.0691	0.0729***	0.0729***	0.0691
	(0.00704)	(0.0502)	(0.00704)	(0.00704)	(0.0502)
					
Observations	7,571	7,571	7,571	7,571	7,571
R-squared	0.008	0.008	0.008	0.008	0.008
Number of id_numeric	171	171	171	171	171
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
