	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time24_13	-0.00182**	-0.000845	-0.00182**	-0.00182**	-0.000845
	(0.000804)	(0.000757)	(0.000804)	(0.000804)	(0.000757)
time24_14	-0.00389***	-0.00194	-0.00389***	-0.00389***	-0.00194
	(0.00135)	(0.00120)	(0.00135)	(0.00135)	(0.00120)
time24_15	-0.00534***	-0.00242*	-0.00534***	-0.00534***	-0.00242*
	(0.00173)	(0.00143)	(0.00173)	(0.00173)	(0.00143)
time24_16	-0.00679***	-0.00290*	-0.00679***	-0.00679***	-0.00290*
	(0.00215)	(0.00169)	(0.00215)	(0.00215)	(0.00169)
time24_17	-0.00804***	-0.00317*	-0.00804***	-0.00804***	-0.00317*
	(0.00256)	(0.00192)	(0.00256)	(0.00256)	(0.00192)
time24_18	-0.00989***	-0.00406*	-0.00989***	-0.00989***	-0.00406*
	(0.00294)	(0.00210)	(0.00294)	(0.00294)	(0.00210)
time24_19	-0.0117***	-0.00492**	-0.0117***	-0.0117***	-0.00492**
	(0.00328)	(0.00218)	(0.00328)	(0.00328)	(0.00218)
time24_20	-0.0128***	-0.00506**	-0.0128***	-0.0128***	-0.00506**
	(0.00363)	(0.00227)	(0.00363)	(0.00363)	(0.00227)
time24_21	-0.0139***	-0.00519**	-0.0139***	-0.0139***	-0.00519**
	(0.00400)	(0.00240)	(0.00400)	(0.00400)	(0.00240)
time24_22	-0.0155***	-0.00577**	-0.0155***	-0.0155***	-0.00577**
	(0.00435)	(0.00240)	(0.00435)	(0.00435)	(0.00240)
time24_23	-0.0178***	-0.00713***	-0.0178***	-0.0178***	-0.00713***
	(0.00468)	(0.00233)	(0.00468)	(0.00468)	(0.00233)
time24_25	-0.0147***	-0.00203	-0.0147***	-0.0147***	-0.00203
	(0.00547)	(0.00217)	(0.00547)	(0.00547)	(0.00217)
time24_26	-0.0156***	-0.00199	-0.0156***	-0.0156***	-0.00199
	(0.00579)	(0.00209)	(0.00579)	(0.00579)	(0.00209)
time24_27	-0.0170***	-0.00244	-0.0170***	-0.0170***	-0.00244
	(0.00609)	(0.00194)	(0.00609)	(0.00609)	(0.00194)
time24_28	-0.0182***	-0.00261	-0.0182***	-0.0182***	-0.00261
	(0.00641)	(0.00180)	(0.00641)	(0.00641)	(0.00180)
time24_29	-0.0188***	-0.00226	-0.0188***	-0.0188***	-0.00226
	(0.00674)	(0.00162)	(0.00674)	(0.00674)	(0.00162)
time24_30	-0.0194***	-0.00189	-0.0194***	-0.0194***	-0.00189
	(0.00707)	(0.00147)	(0.00707)	(0.00707)	(0.00147)
time24_31	-0.0203***	-0.00184	-0.0203***	-0.0203***	-0.00184
	(0.00742)	(0.00131)	(0.00742)	(0.00742)	(0.00131)
time24_32	-0.0206***	-0.00119	-0.0206***	-0.0206***	-0.00119
	(0.00777)	(0.00115)	(0.00777)	(0.00777)	(0.00115)
time24_33	-0.0217***	-0.00124	-0.0217***	-0.0217***	-0.00124
	(0.00813)	(0.000985)	(0.00813)	(0.00813)	(0.000985)
time24_34	-0.0226***	-0.00121	-0.0226***	-0.0226***	-0.00121
	(0.00849)	(0.000742)	(0.00849)	(0.00849)	(0.000742)
time24_35	-0.0234***	-0.00101**	-0.0234***	-0.0234***	-0.00101**
	(0.00886)	(0.000473)	(0.00886)	(0.00886)	(0.000473)
time24_36	-0.0233**		-0.0233**	-0.0233**	
	(0.00925)		(0.00925)	(0.00925)	
months_from_start		-0.000973**			-0.000973**
		(0.000385)			(0.000385)
Constant	0.154***	0.329***	0.154***	0.154***	0.329***
	(0.0130)	(0.0817)	(0.0130)	(0.0130)	(0.0817)
					
Observations	57,912	57,912	57,912	57,912	57,912
R-squared	0.007	0.007	0.007	0.007	0.007
Number of id_numeric	2,497	2,497	2,497	2,497	2,497
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
