	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time24_0	0.435		0.435	0.435	
	(0.305)		(0.305)	(0.305)	
Constant	0.387	-1.980*	0.387	0.387	-1.980*
	(0.332)	(1.137)	(0.332)	(0.332)	(1.137)
					
Observations	7,571	7,571	7,571	7,571	7,571
R-squared	0.067	0.067	0.067	0.067	0.067
Number of id_numeric	171	171	171	171	171
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
