	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time24_13	-0.0972	-0.241**	-0.0972	-0.0972	-0.241**
	(0.0978)	(0.0955)	(0.0978)	(0.0978)	(0.0955)
time24_14	-0.0340	-0.322***	-0.0340	-0.0340	-0.322***
	(0.0981)	(0.0901)	(0.0981)	(0.0981)	(0.0901)
time24_15	0.00870	-0.424***	0.00870	0.00870	-0.424***
	(0.106)	(0.0889)	(0.106)	(0.106)	(0.0889)
time24_16	0.332***	-0.245***	0.332***	0.332***	-0.245***
	(0.114)	(0.0863)	(0.114)	(0.114)	(0.0863)
time24_17	0.734***	0.0125	0.734***	0.734***	0.0125
	(0.136)	(0.0954)	(0.136)	(0.136)	(0.0954)
time24_18	0.490***	-0.375***	0.490***	0.490***	-0.375***
	(0.142)	(0.0864)	(0.142)	(0.142)	(0.0864)
time24_19	0.818***	-0.191**	0.818***	0.818***	-0.191**
	(0.158)	(0.0869)	(0.158)	(0.158)	(0.0869)
time24_20	0.808***	-0.346***	0.808***	0.808***	-0.346***
	(0.172)	(0.0847)	(0.172)	(0.172)	(0.0847)
time24_21	0.866***	-0.432***	0.866***	0.866***	-0.432***
	(0.191)	(0.0850)	(0.191)	(0.191)	(0.0850)
time24_22	1.038***	-0.404***	1.038***	1.038***	-0.404***
	(0.206)	(0.0839)	(0.206)	(0.206)	(0.0839)
time24_23	1.165***	-0.421***	1.165***	1.165***	-0.421***
	(0.224)	(0.0833)	(0.224)	(0.224)	(0.0833)
time24_25	1.777***	-0.0975	1.777***	1.777***	-0.0975
	(0.258)	(0.0843)	(0.258)	(0.258)	(0.0843)
time24_26	1.753***	-0.266***	1.753***	1.753***	-0.266***
	(0.276)	(0.0808)	(0.276)	(0.276)	(0.0808)
time24_27	1.833***	-0.331***	1.833***	1.833***	-0.331***
	(0.295)	(0.0835)	(0.295)	(0.295)	(0.0835)
time24_28	1.904***	-0.404***	1.904***	1.904***	-0.404***
	(0.314)	(0.0822)	(0.314)	(0.314)	(0.0822)
time24_29	2.213***	-0.239***	2.213***	2.213***	-0.239***
	(0.338)	(0.0883)	(0.338)	(0.338)	(0.0883)
time24_30	2.362***	-0.234***	2.362***	2.362***	-0.234***
	(0.353)	(0.0888)	(0.353)	(0.353)	(0.0888)
time24_31	2.500***	-0.241***	2.500***	2.500***	-0.241***
	(0.371)	(0.0891)	(0.371)	(0.371)	(0.0891)
time24_32	2.640***	-0.244***	2.640***	2.640***	-0.244***
	(0.387)	(0.0890)	(0.387)	(0.387)	(0.0890)
time24_33	2.622***	-0.406***	2.622***	2.622***	-0.406***
	(0.404)	(0.0880)	(0.404)	(0.404)	(0.0880)
time24_34	2.707***	-0.465***	2.707***	2.707***	-0.465***
	(0.425)	(0.103)	(0.425)	(0.425)	(0.103)
time24_35	2.759***	-0.558***	2.759***	2.759***	-0.558***
	(0.442)	(0.0917)	(0.442)	(0.442)	(0.0917)
time24_36	3.461***		3.461***	3.461***	
	(0.459)		(0.459)	(0.459)	
months_from_start		0.144***			0.144***
		(0.0191)			(0.0191)
Constant	2.900***	-30.65***	2.900***	2.900***	-30.65***
	(0.546)	(4.796)	(0.546)	(0.546)	(4.796)
					
Observations	395,164	395,164	395,164	395,164	395,164
R-squared	0.004	0.004	0.004	0.004	0.004
Number of id_numeric	16,565	16,565	16,565	16,565	16,565
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
