	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	0.369	0.369	0.369	0.369	0.369
	(0.226)	(0.226)	(0.226)	(0.226)	(0.226)
time12_1	0.412**	0.412**	0.412**	0.412**	0.412**
	(0.173)	(0.173)	(0.173)	(0.173)	(0.173)
time12_2	-0.193	-0.193	-0.193	-0.193	-0.193
	(0.151)	(0.151)	(0.151)	(0.151)	(0.151)
time12_3	-0.0649	-0.0649	-0.0649	-0.0649	-0.0649
	(0.174)	(0.174)	(0.174)	(0.174)	(0.174)
time12_4	0.0791	0.0791	0.0791	0.0791	0.0791
	(0.166)	(0.166)	(0.166)	(0.166)	(0.166)
time12_5	0.211	0.211	0.211	0.211	0.211
	(0.199)	(0.199)	(0.199)	(0.199)	(0.199)
time12_6	-0.0276	-0.0276	-0.0276	-0.0276	-0.0276
	(0.190)	(0.190)	(0.190)	(0.190)	(0.190)
time12_7	0.306*	0.306*	0.306*	0.306*	0.306*
	(0.184)	(0.184)	(0.184)	(0.184)	(0.184)
time12_8	-0.247	-0.247	-0.247	-0.247	-0.247
	(0.194)	(0.194)	(0.194)	(0.194)	(0.194)
time12_9	-0.0247	-0.0247	-0.0247	-0.0247	-0.0247
	(0.192)	(0.192)	(0.192)	(0.192)	(0.192)
time12_10	-0.0512	-0.0512	-0.0512	-0.0512	-0.0512
	(0.195)	(0.195)	(0.195)	(0.195)	(0.195)
time12_11	-0.139	-0.139	-0.139	-0.139	-0.139
	(0.189)	(0.189)	(0.189)	(0.189)	(0.189)
time12_13	0.251	0.251	0.251	0.251	0.251
	(0.226)	(0.226)	(0.226)	(0.226)	(0.226)
time12_14	0.0592	0.0592	0.0592	0.0592	0.0592
	(0.197)	(0.197)	(0.197)	(0.197)	(0.197)
time12_15	-0.282	-0.282	-0.282	-0.282	-0.282
	(0.185)	(0.185)	(0.185)	(0.185)	(0.185)
time12_16	-0.180	-0.180	-0.180	-0.180	-0.180
	(0.194)	(0.194)	(0.194)	(0.194)	(0.194)
time12_17	-0.307	-0.307	-0.307	-0.307	-0.307
	(0.190)	(0.190)	(0.190)	(0.190)	(0.190)
time12_18	-0.0712	-0.0712	-0.0712	-0.0712	-0.0712
	(0.191)	(0.191)	(0.191)	(0.191)	(0.191)
time12_19	-0.379**	-0.379**	-0.379**	-0.379**	-0.379**
	(0.178)	(0.178)	(0.178)	(0.178)	(0.178)
time12_20	-0.0492	-0.0492	-0.0492	-0.0492	-0.0492
	(0.184)	(0.184)	(0.184)	(0.184)	(0.184)
time12_21	-0.325*	-0.325*	-0.325*	-0.325*	-0.325*
	(0.168)	(0.168)	(0.168)	(0.168)	(0.168)
time12_22	-0.0891	-0.0891	-0.0891	-0.0891	-0.0891
	(0.232)	(0.232)	(0.232)	(0.232)	(0.232)
time12_23	-0.233	-0.233	-0.233	-0.233	-0.233
	(0.149)	(0.149)	(0.149)	(0.149)	(0.149)
time12_24	-0.139	-0.139	-0.139	-0.139	-0.139
	(0.154)	(0.154)	(0.154)	(0.154)	(0.154)
months_from_start		0.0241			0.0241
		(0.0611)			(0.0611)
Constant	8.024**	2.715	8.024**	8.024**	2.715
	(3.604)	(17.05)	(3.604)	(3.604)	(17.05)
					
Observations	195,228	195,228	195,228	195,228	195,228
R-squared	0.005	0.005	0.005	0.005	0.005
Number of id_numeric	4,087	4,087	4,087	4,087	4,087
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
