	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	0.0157	0.0157	0.0157	0.0157	0.0157
	(0.0165)	(0.0165)	(0.0165)	(0.0165)	(0.0165)
time12_1	0.0435***	0.0435***	0.0435***	0.0435***	0.0435***
	(0.0151)	(0.0151)	(0.0151)	(0.0151)	(0.0151)
time12_2	-0.00717	-0.00717	-0.00717	-0.00717	-0.00717
	(0.0148)	(0.0148)	(0.0148)	(0.0148)	(0.0148)
time12_3	0.00782	0.00782	0.00782	0.00782	0.00782
	(0.0169)	(0.0169)	(0.0169)	(0.0169)	(0.0169)
time12_4	0.00428	0.00428	0.00428	0.00428	0.00428
	(0.0162)	(0.0162)	(0.0162)	(0.0162)	(0.0162)
time12_5	0.00975	0.00975	0.00975	0.00975	0.00975
	(0.0162)	(0.0162)	(0.0162)	(0.0162)	(0.0162)
time12_6	0.0285	0.0285	0.0285	0.0285	0.0285
	(0.0179)	(0.0179)	(0.0179)	(0.0179)	(0.0179)
time12_7	0.0443**	0.0443**	0.0443**	0.0443**	0.0443**
	(0.0185)	(0.0185)	(0.0185)	(0.0185)	(0.0185)
time12_8	-0.00889	-0.00889	-0.00889	-0.00889	-0.00889
	(0.0186)	(0.0186)	(0.0186)	(0.0186)	(0.0186)
time12_9	0.0101	0.0101	0.0101	0.0101	0.0101
	(0.0183)	(0.0183)	(0.0183)	(0.0183)	(0.0183)
time12_10	0.0308*	0.0308*	0.0308*	0.0308*	0.0308*
	(0.0184)	(0.0184)	(0.0184)	(0.0184)	(0.0184)
time12_11	0.00933	0.00933	0.00933	0.00933	0.00933
	(0.0181)	(0.0181)	(0.0181)	(0.0181)	(0.0181)
time12_13	0.0167	0.0167	0.0167	0.0167	0.0167
	(0.0185)	(0.0185)	(0.0185)	(0.0185)	(0.0185)
time12_14	0.0425**	0.0425**	0.0425**	0.0425**	0.0425**
	(0.0183)	(0.0183)	(0.0183)	(0.0183)	(0.0183)
time12_15	0.0195	0.0195	0.0195	0.0195	0.0195
	(0.0178)	(0.0178)	(0.0178)	(0.0178)	(0.0178)
time12_16	0.00730	0.00730	0.00730	0.00730	0.00730
	(0.0179)	(0.0179)	(0.0179)	(0.0179)	(0.0179)
time12_17	0.00277	0.00277	0.00277	0.00277	0.00277
	(0.0179)	(0.0179)	(0.0179)	(0.0179)	(0.0179)
time12_18	0.0440**	0.0440**	0.0440**	0.0440**	0.0440**
	(0.0177)	(0.0177)	(0.0177)	(0.0177)	(0.0177)
time12_19	0.00103	0.00103	0.00103	0.00103	0.00103
	(0.0175)	(0.0175)	(0.0175)	(0.0175)	(0.0175)
time12_20	0.0177	0.0177	0.0177	0.0177	0.0177
	(0.0172)	(0.0172)	(0.0172)	(0.0172)	(0.0172)
time12_21	0.00391	0.00391	0.00391	0.00391	0.00391
	(0.0165)	(0.0165)	(0.0165)	(0.0165)	(0.0165)
time12_22	0.000698	0.000698	0.000698	0.000698	0.000698
	(0.0163)	(0.0163)	(0.0163)	(0.0163)	(0.0163)
time12_23	-0.00641	-0.00641	-0.00641	-0.00641	-0.00641
	(0.0148)	(0.0148)	(0.0148)	(0.0148)	(0.0148)
time12_24	0.0187	0.0187	0.0187	0.0187	0.0187
	(0.0156)	(0.0156)	(0.0156)	(0.0156)	(0.0156)
months_from_start		0.00639***			0.00639***
		(0.00231)			(0.00231)
Constant	0.674***	-0.743	0.674***	0.674***	-0.743
	(0.128)	(0.631)	(0.128)	(0.128)	(0.631)
					
Observations	202,799	202,799	202,799	202,799	202,799
R-squared	0.028	0.028	0.028	0.028	0.028
Number of id_numeric	4,258	4,258	4,258	4,258	4,258
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
