	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_1	-0.0972	-0.241**	-0.0972	-0.0972	-0.241**
	(0.0978)	(0.0955)	(0.0978)	(0.0978)	(0.0955)
time12_2	-0.0340	-0.322***	-0.0340	-0.0340	-0.322***
	(0.0981)	(0.0901)	(0.0981)	(0.0981)	(0.0901)
time12_3	0.00870	-0.424***	0.00870	0.00870	-0.424***
	(0.106)	(0.0889)	(0.106)	(0.106)	(0.0889)
time12_4	0.332***	-0.245***	0.332***	0.332***	-0.245***
	(0.114)	(0.0863)	(0.114)	(0.114)	(0.0863)
time12_5	0.734***	0.0125	0.734***	0.734***	0.0125
	(0.136)	(0.0954)	(0.136)	(0.136)	(0.0954)
time12_6	0.490***	-0.375***	0.490***	0.490***	-0.375***
	(0.142)	(0.0864)	(0.142)	(0.142)	(0.0864)
time12_7	0.818***	-0.191**	0.818***	0.818***	-0.191**
	(0.158)	(0.0869)	(0.158)	(0.158)	(0.0869)
time12_8	0.808***	-0.346***	0.808***	0.808***	-0.346***
	(0.172)	(0.0847)	(0.172)	(0.172)	(0.0847)
time12_9	0.866***	-0.432***	0.866***	0.866***	-0.432***
	(0.191)	(0.0850)	(0.191)	(0.191)	(0.0850)
time12_10	1.038***	-0.404***	1.038***	1.038***	-0.404***
	(0.206)	(0.0839)	(0.206)	(0.206)	(0.0839)
time12_11	1.165***	-0.421***	1.165***	1.165***	-0.421***
	(0.224)	(0.0833)	(0.224)	(0.224)	(0.0833)
time12_13	1.777***	-0.0975	1.777***	1.777***	-0.0975
	(0.258)	(0.0843)	(0.258)	(0.258)	(0.0843)
time12_14	1.753***	-0.266***	1.753***	1.753***	-0.266***
	(0.276)	(0.0808)	(0.276)	(0.276)	(0.0808)
time12_15	1.833***	-0.331***	1.833***	1.833***	-0.331***
	(0.295)	(0.0835)	(0.295)	(0.295)	(0.0835)
time12_16	1.904***	-0.404***	1.904***	1.904***	-0.404***
	(0.314)	(0.0822)	(0.314)	(0.314)	(0.0822)
time12_17	2.213***	-0.239***	2.213***	2.213***	-0.239***
	(0.338)	(0.0883)	(0.338)	(0.338)	(0.0883)
time12_18	2.362***	-0.234***	2.362***	2.362***	-0.234***
	(0.353)	(0.0888)	(0.353)	(0.353)	(0.0888)
time12_19	2.500***	-0.241***	2.500***	2.500***	-0.241***
	(0.371)	(0.0891)	(0.371)	(0.371)	(0.0891)
time12_20	2.640***	-0.244***	2.640***	2.640***	-0.244***
	(0.387)	(0.0890)	(0.387)	(0.387)	(0.0890)
time12_21	2.622***	-0.406***	2.622***	2.622***	-0.406***
	(0.404)	(0.0880)	(0.404)	(0.404)	(0.0880)
time12_22	2.707***	-0.465***	2.707***	2.707***	-0.465***
	(0.425)	(0.103)	(0.425)	(0.425)	(0.103)
time12_23	2.759***	-0.558***	2.759***	2.759***	-0.558***
	(0.442)	(0.0917)	(0.442)	(0.442)	(0.0917)
time12_24	3.461***		3.461***	3.461***	
	(0.459)		(0.459)	(0.459)	
months_from_start		0.144***			0.144***
		(0.0191)			(0.0191)
Constant	2.900***	-30.65***	2.900***	2.900***	-30.65***
	(0.546)	(4.796)	(0.546)	(0.546)	(4.796)
					
Observations	395,164	395,164	395,164	395,164	395,164
R-squared	0.004	0.004	0.004	0.004	0.004
Number of id_numeric	16,565	16,565	16,565	16,565	16,565
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
