	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	-0.0518		-0.0518	-0.0518	
	(0.181)		(0.181)	(0.181)	
time12_1	-0.176	-0.131	-0.176	-0.176	-0.131
	(0.164)	(0.166)	(0.164)	(0.164)	(0.166)
time12_3	-0.219	-0.189	-0.219	-0.219	-0.189
	(0.168)	(0.166)	(0.168)	(0.168)	(0.166)
time12_4	-0.193	-0.171	-0.193	-0.193	-0.171
	(0.171)	(0.166)	(0.171)	(0.171)	(0.166)
time12_5	0.332*	0.347**	0.332*	0.332*	0.347**
	(0.186)	(0.170)	(0.186)	(0.186)	(0.170)
time12_6	-0.276	-0.268	-0.276	-0.276	-0.268
	(0.187)	(0.164)	(0.187)	(0.187)	(0.164)
time12_7	0.0598	0.0604	0.0598	0.0598	0.0604
	(0.200)	(0.164)	(0.200)	(0.200)	(0.164)
time12_8	0.127	0.120	0.127	0.127	0.120
	(0.219)	(0.174)	(0.219)	(0.219)	(0.174)
time12_9	0.0426	0.0285	0.0426	0.0426	0.0285
	(0.226)	(0.167)	(0.226)	(0.226)	(0.167)
time12_10	-0.122	-0.143	-0.122	-0.122	-0.143
	(0.235)	(0.165)	(0.235)	(0.235)	(0.165)
time12_11	-0.135	-0.164	-0.135	-0.135	-0.164
	(0.252)	(0.165)	(0.252)	(0.252)	(0.165)
time12_13	0.0150	-0.0284	0.0150	0.0150	-0.0284
	(0.284)	(0.167)	(0.284)	(0.284)	(0.167)
time12_14	-0.0446	-0.0954	-0.0446	-0.0446	-0.0954
	(0.296)	(0.165)	(0.296)	(0.296)	(0.165)
time12_15	0.127	0.0692	0.127	0.127	0.0692
	(0.309)	(0.166)	(0.309)	(0.309)	(0.166)
time12_16	0.281	0.216	0.281	0.281	0.216
	(0.336)	(0.174)	(0.336)	(0.336)	(0.174)
time12_17	0.138	0.0656	0.138	0.138	0.0656
	(0.353)	(0.177)	(0.353)	(0.353)	(0.177)
time12_18	0.333	0.253	0.333	0.333	0.253
	(0.370)	(0.181)	(0.370)	(0.370)	(0.181)
time12_19	0.285	0.197	0.285	0.285	0.197
	(0.379)	(0.176)	(0.379)	(0.379)	(0.176)
time12_20	-0.0300	-0.125	-0.0300	-0.0300	-0.125
	(0.395)	(0.171)	(0.395)	(0.395)	(0.171)
time12_21	-0.0906	-0.193	-0.0906	-0.0906	-0.193
	(0.414)	(0.169)	(0.414)	(0.414)	(0.169)
time12_22	-0.0126	-0.122	-0.0126	-0.0126	-0.122
	(0.432)	(0.176)	(0.432)	(0.432)	(0.176)
time12_23	0.117		0.117	0.117	
	(0.446)		(0.446)	(0.446)	
time12_24	0.160	0.0359	0.160	0.160	0.0359
	(0.456)	(0.176)	(0.456)	(0.456)	(0.176)
time12_2		0.0371			0.0371
		(0.175)			(0.175)
months_from_start		0.00732			0.00732
		(0.0198)			(0.0198)
Constant	7.069***	5.038	7.069***	7.069***	5.038
	(0.481)	(5.708)	(0.481)	(0.481)	(5.708)
					
Observations	78,253	78,253	78,253	78,253	78,253
R-squared	0.010	0.010	0.010	0.010	0.010
Number of id_numeric	9,887	9,887	9,887	9,887	9,887
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
