	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time24_0	-0.0148		-0.0148	-0.0148	
	(0.0162)		(0.0162)	(0.0162)	
time24_1	-0.0155	-0.00125*	-0.0155	-0.0155	-0.00125*
	(0.0160)	(0.000676)	(0.0160)	(0.0160)	(0.000676)
time24_2	-0.0166	-0.00282**	-0.0166	-0.0166	-0.00282**
	(0.0157)	(0.00111)	(0.0157)	(0.0157)	(0.00111)
time24_3	-0.0169	-0.00362**	-0.0169	-0.0169	-0.00362**
	(0.0153)	(0.00143)	(0.0153)	(0.0153)	(0.00143)
time24_4	-0.0169	-0.00410**	-0.0169	-0.0169	-0.00410**
	(0.0149)	(0.00172)	(0.0149)	(0.0149)	(0.00172)
time24_5	-0.0170	-0.00471**	-0.0170	-0.0170	-0.00471**
	(0.0145)	(0.00197)	(0.0145)	(0.0145)	(0.00197)
time24_6	-0.0166	-0.00486**	-0.0166	-0.0166	-0.00486**
	(0.0140)	(0.00219)	(0.0140)	(0.0140)	(0.00219)
time24_7	-0.0171	-0.00587**	-0.0171	-0.0171	-0.00587**
	(0.0135)	(0.00248)	(0.0135)	(0.0135)	(0.00248)
time24_8	-0.0178	-0.00713***	-0.0178	-0.0178	-0.00713***
	(0.0131)	(0.00273)	(0.0131)	(0.0131)	(0.00273)
time24_9	-0.0171	-0.00694**	-0.0171	-0.0171	-0.00694**
	(0.0127)	(0.00292)	(0.0127)	(0.0127)	(0.00292)
time24_10	-0.0167	-0.00705**	-0.0167	-0.0167	-0.00705**
	(0.0122)	(0.00311)	(0.0122)	(0.0122)	(0.00311)
time24_11	-0.0162	-0.00702**	-0.0162	-0.0162	-0.00702**
	(0.0118)	(0.00332)	(0.0118)	(0.0118)	(0.00332)
time24_12	-0.0159	-0.00729**	-0.0159	-0.0159	-0.00729**
	(0.0114)	(0.00347)	(0.0114)	(0.0114)	(0.00347)
time24_13	-0.0152	-0.00703*	-0.0152	-0.0152	-0.00703*
	(0.0109)	(0.00362)	(0.0109)	(0.0109)	(0.00362)
time24_14	-0.0147	-0.00709*	-0.0147	-0.0147	-0.00709*
	(0.0105)	(0.00375)	(0.0105)	(0.0105)	(0.00375)
time24_15	-0.0137	-0.00662*	-0.0137	-0.0137	-0.00662*
	(0.0101)	(0.00387)	(0.0101)	(0.0101)	(0.00387)
time24_16	-0.0130	-0.00639	-0.0130	-0.0130	-0.00639
	(0.00964)	(0.00398)	(0.00964)	(0.00964)	(0.00398)
time24_17	-0.0128	-0.00667	-0.0128	-0.0128	-0.00667
	(0.00920)	(0.00407)	(0.00920)	(0.00920)	(0.00407)
time24_18	-0.0122	-0.00657	-0.0122	-0.0122	-0.00657
	(0.00875)	(0.00415)	(0.00875)	(0.00875)	(0.00415)
time24_19	-0.0115	-0.00647	-0.0115	-0.0115	-0.00647
	(0.00828)	(0.00422)	(0.00828)	(0.00828)	(0.00422)
time24_20	-0.0108	-0.00626	-0.0108	-0.0108	-0.00626
	(0.00783)	(0.00427)	(0.00783)	(0.00783)	(0.00427)
time24_21	-0.00991	-0.00587	-0.00991	-0.00991	-0.00587
	(0.00737)	(0.00432)	(0.00737)	(0.00737)	(0.00432)
time24_22	-0.00948	-0.00595	-0.00948	-0.00948	-0.00595
	(0.00688)	(0.00429)	(0.00688)	(0.00688)	(0.00429)
time24_23	-0.00920	-0.00619	-0.00920	-0.00920	-0.00619
	(0.00639)	(0.00426)	(0.00639)	(0.00639)	(0.00426)
time24_25	-0.00692	-0.00493	-0.00692	-0.00692	-0.00493
	(0.00530)	(0.00402)	(0.00530)	(0.00530)	(0.00402)
time24_26	-0.00641	-0.00493	-0.00641	-0.00641	-0.00493
	(0.00480)	(0.00395)	(0.00480)	(0.00480)	(0.00395)
time24_27	-0.00582	-0.00486	-0.00582	-0.00582	-0.00486
	(0.00428)	(0.00384)	(0.00428)	(0.00428)	(0.00384)
time24_28	-0.00526	-0.00480	-0.00526	-0.00526	-0.00480
	(0.00375)	(0.00373)	(0.00375)	(0.00375)	(0.00373)
time24_29	-0.00479	-0.00486	-0.00479	-0.00479	-0.00486
	(0.00323)	(0.00359)	(0.00323)	(0.00323)	(0.00359)
time24_30	-0.00377	-0.00434	-0.00377	-0.00377	-0.00434
	(0.00269)	(0.00345)	(0.00269)	(0.00269)	(0.00345)
time24_31	-0.00307	-0.00416	-0.00307	-0.00307	-0.00416
	(0.00215)	(0.00331)	(0.00215)	(0.00215)	(0.00331)
time24_32	-0.00239	-0.00399	-0.00239	-0.00239	-0.00399
	(0.00162)	(0.00315)	(0.00162)	(0.00162)	(0.00315)
time24_33	-0.00148	-0.00360	-0.00148	-0.00148	-0.00360
	(0.00109)	(0.00300)	(0.00109)	(0.00109)	(0.00300)
time24_34	-0.000776	-0.00340	-0.000776	-0.000776	-0.00340
	(0.000560)	(0.00283)	(0.000560)	(0.000560)	(0.00283)
time24_36	0.000850	-0.00280	0.000850	0.000850	-0.00280
	(0.000552)	(0.00247)	(0.000552)	(0.000552)	(0.00247)
time24_37	0.00155	-0.00262	0.00155	0.00155	-0.00262
	(0.00110)	(0.00228)	(0.00110)	(0.00110)	(0.00228)
time24_38	0.00208	-0.00260	0.00208	0.00208	-0.00260
	(0.00165)	(0.00210)	(0.00165)	(0.00165)	(0.00210)
time24_39	0.00304	-0.00215	0.00304	0.00304	-0.00215
	(0.00219)	(0.00191)	(0.00219)	(0.00219)	(0.00191)
time24_40	0.00377	-0.00193	0.00377	0.00377	-0.00193
	(0.00272)	(0.00172)	(0.00272)	(0.00272)	(0.00172)
time24_41	0.00439	-0.00183	0.00439	0.00439	-0.00183
	(0.00326)	(0.00152)	(0.00326)	(0.00326)	(0.00152)
time24_42	0.00525	-0.00148	0.00525	0.00525	-0.00148
	(0.00380)	(0.00132)	(0.00380)	(0.00380)	(0.00132)
time24_43	0.00577	-0.00147	0.00577	0.00577	-0.00147
	(0.00434)	(0.00114)	(0.00434)	(0.00434)	(0.00114)
time24_44	0.00684	-0.000914	0.00684	0.00684	-0.000914
	(0.00488)	(0.000929)	(0.00488)	(0.00488)	(0.000929)
time24_45	0.00759	-0.000674	0.00759	0.00759	-0.000674
	(0.00542)	(0.000730)	(0.00542)	(0.00542)	(0.000730)
time24_46	0.00815	-0.000626	0.00815	0.00815	-0.000626
	(0.00594)	(0.000534)	(0.00594)	(0.00594)	(0.000534)
time24_47	0.00928	-1.13e-05	0.00928	0.00928	-1.13e-05
	(0.00646)	(0.000329)	(0.00646)	(0.00646)	(0.000329)
time24_48	0.00981		0.00981	0.00981	
	(0.00697)		(0.00697)	(0.00697)	
time24_35		-0.00314			-0.00314
		(0.00264)			(0.00264)
months_from_start		0.000513			0.000513
		(0.000467)			(0.000467)
Constant	0.0855***	-0.0477	0.0855***	0.0855***	-0.0477
	(0.00945)	(0.132)	(0.00945)	(0.00945)	(0.132)
					
Observations	200,243	200,243	200,243	200,243	200,243
R-squared	0.016	0.016	0.016	0.016	0.016
Number of id_numeric	4,255	4,255	4,255	4,255	4,255
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
