	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	0.0700	0.0700	0.0700	0.0700	0.0700
	(1.215)	(1.215)	(1.215)	(1.215)	(1.215)
time12_1	0.825	0.825	0.825	0.825	0.825
	(1.261)	(1.261)	(1.261)	(1.261)	(1.261)
time12_2	2.163	2.163	2.163	2.163	2.163
	(1.363)	(1.363)	(1.363)	(1.363)	(1.363)
time12_3	1.861	1.861	1.861	1.861	1.861
	(1.319)	(1.319)	(1.319)	(1.319)	(1.319)
time12_4	2.931*	2.931*	2.931*	2.931*	2.931*
	(1.605)	(1.605)	(1.605)	(1.605)	(1.605)
time12_5	2.968*	2.968*	2.968*	2.968*	2.968*
	(1.517)	(1.517)	(1.517)	(1.517)	(1.517)
time12_6	2.133	2.133	2.133	2.133	2.133
	(1.592)	(1.592)	(1.592)	(1.592)	(1.592)
time12_7	2.886	2.886	2.886	2.886	2.886
	(1.796)	(1.796)	(1.796)	(1.796)	(1.796)
time12_8	2.810	2.810	2.810	2.810	2.810
	(1.944)	(1.944)	(1.944)	(1.944)	(1.944)
time12_9	2.768	2.768	2.768	2.768	2.768
	(1.950)	(1.950)	(1.950)	(1.950)	(1.950)
time12_10	2.824	2.824	2.824	2.824	2.824
	(2.007)	(2.007)	(2.007)	(2.007)	(2.007)
time12_11	1.958	1.958	1.958	1.958	1.958
	(2.117)	(2.117)	(2.117)	(2.117)	(2.117)
time12_13	-0.654	-0.654	-0.654	-0.654	-0.654
	(1.814)	(1.814)	(1.814)	(1.814)	(1.814)
time12_14	-0.296	-0.296	-0.296	-0.296	-0.296
	(1.880)	(1.880)	(1.880)	(1.880)	(1.880)
time12_15	-1.624	-1.624	-1.624	-1.624	-1.624
	(1.952)	(1.952)	(1.952)	(1.952)	(1.952)
time12_16	-0.504	-0.504	-0.504	-0.504	-0.504
	(1.959)	(1.959)	(1.959)	(1.959)	(1.959)
time12_17	-1.284	-1.284	-1.284	-1.284	-1.284
	(1.888)	(1.888)	(1.888)	(1.888)	(1.888)
time12_18	1.455	1.455	1.455	1.455	1.455
	(1.756)	(1.756)	(1.756)	(1.756)	(1.756)
time12_19	1.971	1.971	1.971	1.971	1.971
	(1.834)	(1.834)	(1.834)	(1.834)	(1.834)
time12_20	2.211	2.211	2.211	2.211	2.211
	(1.808)	(1.808)	(1.808)	(1.808)	(1.808)
time12_21	0.670	0.670	0.670	0.670	0.670
	(1.713)	(1.713)	(1.713)	(1.713)	(1.713)
time12_22	1.488	1.488	1.488	1.488	1.488
	(1.688)	(1.688)	(1.688)	(1.688)	(1.688)
time12_23	2.565	2.565	2.565	2.565	2.565
	(1.677)	(1.677)	(1.677)	(1.677)	(1.677)
time12_24	2.532	2.532	2.532	2.532	2.532
	(1.656)	(1.656)	(1.656)	(1.656)	(1.656)
months_from_start		0.0976***			0.0976***
		(0.0257)			(0.0257)
Constant	4.595***	-20.85***	4.595***	4.595***	-20.85***
	(0.598)	(6.966)	(0.598)	(0.598)	(6.966)
					
Observations	7,571	7,571	7,571	7,571	7,571
R-squared	0.027	0.027	0.027	0.027	0.027
Number of id_numeric	171	171	171	171	171
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
