	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_0	0.0101	0.0101	0.0101	0.0101	0.0101
	(0.0167)	(0.0167)	(0.0167)	(0.0167)	(0.0167)
time12_1	0.0406***	0.0406***	0.0406***	0.0406***	0.0406***
	(0.0156)	(0.0156)	(0.0156)	(0.0156)	(0.0156)
time12_2	-0.0260*	-0.0260*	-0.0260*	-0.0260*	-0.0260*
	(0.0147)	(0.0147)	(0.0147)	(0.0147)	(0.0147)
time12_3	-0.0102	-0.0102	-0.0102	-0.0102	-0.0102
	(0.0171)	(0.0171)	(0.0171)	(0.0171)	(0.0171)
time12_4	-0.0177	-0.0177	-0.0177	-0.0177	-0.0177
	(0.0160)	(0.0160)	(0.0160)	(0.0160)	(0.0160)
time12_5	-0.0124	-0.0124	-0.0124	-0.0124	-0.0124
	(0.0163)	(0.0163)	(0.0163)	(0.0163)	(0.0163)
time12_6	0.0171	0.0171	0.0171	0.0171	0.0171
	(0.0185)	(0.0185)	(0.0185)	(0.0185)	(0.0185)
time12_7	0.0343*	0.0343*	0.0343*	0.0343*	0.0343*
	(0.0193)	(0.0193)	(0.0193)	(0.0193)	(0.0193)
time12_8	-0.0206	-0.0206	-0.0206	-0.0206	-0.0206
	(0.0194)	(0.0194)	(0.0194)	(0.0194)	(0.0194)
time12_9	3.37e-05	3.37e-05	3.37e-05	3.37e-05	3.37e-05
	(0.0189)	(0.0189)	(0.0189)	(0.0189)	(0.0189)
time12_10	0.0152	0.0152	0.0152	0.0152	0.0152
	(0.0190)	(0.0190)	(0.0190)	(0.0190)	(0.0190)
time12_11	-0.00180	-0.00180	-0.00180	-0.00180	-0.00180
	(0.0181)	(0.0181)	(0.0181)	(0.0181)	(0.0181)
time12_13	0.0114	0.0114	0.0114	0.0114	0.0114
	(0.0188)	(0.0188)	(0.0188)	(0.0188)	(0.0188)
time12_14	0.0306	0.0306	0.0306	0.0306	0.0306
	(0.0187)	(0.0187)	(0.0187)	(0.0187)	(0.0187)
time12_15	0.00952	0.00952	0.00952	0.00952	0.00952
	(0.0180)	(0.0180)	(0.0180)	(0.0180)	(0.0180)
time12_16	-0.00342	-0.00342	-0.00342	-0.00342	-0.00342
	(0.0178)	(0.0178)	(0.0178)	(0.0178)	(0.0178)
time12_17	-0.00729	-0.00729	-0.00729	-0.00729	-0.00729
	(0.0177)	(0.0177)	(0.0177)	(0.0177)	(0.0177)
time12_18	0.0385**	0.0385**	0.0385**	0.0385**	0.0385**
	(0.0183)	(0.0183)	(0.0183)	(0.0183)	(0.0183)
time12_19	-0.0101	-0.0101	-0.0101	-0.0101	-0.0101
	(0.0178)	(0.0178)	(0.0178)	(0.0178)	(0.0178)
time12_20	0.0139	0.0139	0.0139	0.0139	0.0139
	(0.0175)	(0.0175)	(0.0175)	(0.0175)	(0.0175)
time12_21	-0.00112	-0.00112	-0.00112	-0.00112	-0.00112
	(0.0167)	(0.0167)	(0.0167)	(0.0167)	(0.0167)
time12_22	0.000568	0.000568	0.000568	0.000568	0.000568
	(0.0162)	(0.0162)	(0.0162)	(0.0162)	(0.0162)
time12_23	-0.00697	-0.00697	-0.00697	-0.00697	-0.00697
	(0.0146)	(0.0146)	(0.0146)	(0.0146)	(0.0146)
time12_24	0.0174	0.0174	0.0174	0.0174	0.0174
	(0.0154)	(0.0154)	(0.0154)	(0.0154)	(0.0154)
months_from_start		0.00837***			0.00837***
		(0.00232)			(0.00232)
Constant	0.659***	-1.187*	0.659***	0.659***	-1.187*
	(0.128)	(0.631)	(0.128)	(0.128)	(0.631)
					
Observations	195,228	195,228	195,228	195,228	195,228
R-squared	0.027	0.027	0.027	0.027	0.027
Number of id_numeric	4,087	4,087	4,087	4,087	4,087
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
